Product_id,Product_name,Product_condition,Product_price,Product_stock,Product_image,Category_id,Category_name,Seller_id
PRODUCT_1181,NOVEL KAF,Lightly used,285,1,https://media.karousell.com/media/photos/products/2024/4/30/novel_kaf_1714468625_a82647d4_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1182,Preloved Buku novel BM,Lightly used,10,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_buku_novel_bm_1719590201_2f669530_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1183,Novel Melayu Murah ??#239,Lightly used,15,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_melayu_murah_239_1719657437_2aa83aab_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1184,Novel prelove,Like new,20,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_prelove_1719586812_1c202c32_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1185,JASAD TANPA NYAWA BY MAIERA [NOVEL],Like new,10,1,https://media.karousell.com/media/photos/products/2024/6/30/jasad_tanpa_nyawa_by_maiera_no_1719756979_1f5cdd02_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1186,Solo Leveling Novel vol 1-3,Lightly used,55,1,https://media.karousell.com/media/photos/products/2024/5/29/solo_leveling_novel_vol_2_1716986875_6bfe6a9c_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1187,Horror comic and novel,Like new,7,1,https://media.karousell.com/media/photos/products/2024/6/30/horror_comic_and_novel_1719726521_5694f8b2_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1188,Colleen Hoover Novel,Like new,25,1,https://media.karousell.com/media/photos/products/2024/6/28/colleen_hoover_novel_1719560072_524325a2_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1189,Will You Stay Norhafsah Hamid Novel Popular,Brand new,25,1,https://media.karousell.com/media/photos/products/2024/4/28/will_you_stay_norhafsah_hamid__1714306362_276633b8_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1190,English Fiction Novels,Lightly used,25,1,https://media.karousell.com/media/photos/products/2024/6/30/english_fiction_novels_1719725601_59b2effb_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1191,Preloved English Novels (Prophet/Mailman/Elizabeth is Missing/American Gods/Solar/The Chemist),Lightly used,10,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_english_novels_prophe_1719646050_571a7d62_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1192,"Various Romantic Comedy Novels by Jenny Colgan & Carole Natthews, RM25 each book + RM10 per book (Pos Laju, WM)",Like new,25,1,https://media.karousell.com/media/photos/products/2024/6/30/various_romantic_comedy_novels_1719730067_d171e34a_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1193,A little Life preloved novel,Lightly used,50,1,https://media.karousell.com/media/photos/products/2024/6/30/a_little_life_preloved_novel_1719765209_88bbeac0_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1194,Preloved novel lama,Heavily used,8,1,https://media.karousell.com/media/photos/products/2024/6/30/preloved_novel_lama_1719757344_f000bd8e_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1195,Novel BitterSweet Mr. Batrachus,Like new,21,1,https://media.karousell.com/media/photos/products/2024/6/30/novel_bittersweet_mr_batrachus_1719759198_3bce0a92_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1196,Novel Kampung Girl,Like new,18,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_kampung_girl_1719650654_da2c0e06_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1197,Novel Kampung Girl,Like new,18,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_kampung_girl_1719650654_da2c0e06_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1198,ALL 5 For Only RM 20 !!! Star Wars Novels,Heavily used,20,1,https://media.karousell.com/media/photos/products/2024/6/29/all_5_for_only_rm_20__star_war_1719672281_d5703f50_progressive_thumbnail,1,Books,SELLER_2
PRODUCT_1199,WTS THE LOVE HYPOTHESIS ENGLISH NOVEL,Well used,13,1,https://media.karousell.com/media/photos/products/2024/6/30/wts_the_love_hypothesis_englis_1719713979_6b1ab040_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1200,PRELOVE ENGLISH NOVEL,Lightly used,5,1,https://media.karousell.com/media/photos/products/2024/6/30/prelove_english_novel_1719715579_99e24923_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1201,NOVEL ELVROSETH: THE SULTANATE - LORD EMPERO 1,Like new,25,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_elvroseth_the_sultanate__1719553331_be66d519_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1202,PRELOVED NOVEL MELAYU,Lightly used,5,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719669827_04f81200_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1203,Preloved novel,Well used,5,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novel_1719584645_6beabf51_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1204,NOVEL BY SYAMNURIEZMIL - WISH LIST / ISTERI UNTUK DI SEWA/SUAMIKU ENCIK PERFECT 10,Lightly used,8,1,https://media.karousell.com/media/photos/products/2024/6/30/novel_by_syamnuriezmil__wish_l_1719756716_ab26dc18_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1205,Novel English (2),Lightly used,40,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_english_2_1719619265_859e3f6b_progressive_thumbnail,1,Books,SELLER_9
PRODUCT_1206,Preloved Novel Terlerai Kasih,Well used,25,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_terlerai_kasih_1719665770_9412a832_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1207,PRELOVED NOVEL new listing 3pcs RM 10,Well used,10,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_new_listing_3pc_1719646527_080a81e3_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1208,NOVEL PRELOVED,Lightly used,15,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_preloved_1719574848_5c052fcd_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1209,Preloved novels and books,Well used,10,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novels_and_books_1719583772_d35b5783_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1210,Preloved novels and books,Well used,10,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novels_and_books_1719583772_d35b5783_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1211,Preloved English Novels Bundle set B,Well used,20,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_english_novels_bundle_1719645347_d740912a_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1212,LOVE ON THE BRAIN NOVEL,Brand new,40,1,https://media.karousell.com/media/photos/products/2024/6/29/love_on_the_brain_novel_1719655635_2e25578c_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1213,Novel Bidadari tanpa sayap,Lightly used,15,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_bidadari_tanpa_sayap_1719620506_cc0daf28_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1214,PRELOVED NOVEL SUARA HATI TERBITAN ALAF21,Lightly used,4,1,https://media.karousell.com/media/photos/products/2024/6/30/preloved_novel_suara_hati_terb_1719739064_3a049815_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1215,PRELOVED NOVEL (ALL),Like new,25,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novel_all_1719560448_1228ec34_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1216,Novel English Malay Preloved and Brand New,Like new,10,1,https://media.karousell.com/media/photos/products/2024/4/28/novel_english_malay_preloved_a_1714309000_d5b9f03c_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1217,The third wave - Alvin Toffler book novels author of future shock not melayu komik comic,Well used,12,1,https://media.karousell.com/media/photos/products/2024/6/30/the_third_wave__alvin_toffler__1719747326_f79079b3_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1218,The Anne of Green Gables Novels #1-#7,Well used,50,1,https://media.karousell.com/media/photos/products/2024/6/28/the_anne_of_green_gabled_novel_1719566787_54d7ee84_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1219,Novel Chronicle & Gincu,Lightly used,5,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_chronicle__gincu_1719674373_ef690551_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1220,novel ridhwan saidi,Lightly used,18,1,https://media.karousell.com/media/photos/products/2024/4/29/novel_ridhwan_saidi_1714434219_9e0c3886_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1221,PRELOVED Novel RM8 CETAKAN PERTAMA 2003,Well used,8,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novel_rm8_cetakan_per_1719565836_0ff26f12_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1222,Novel Books Storybooks,Lightly used,4,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_books_storybooks_1719652270_441c926e_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1223,Novel Books Storybooks,Lightly used,4,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_books_storybooks_1719652270_441c926e_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1224,Novel: They Both Die At The End,Well used,25,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_we_both_die_in_the_end_1719594255_21788f04_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1225,Holly Jackson The Reappearance of Rachel Price Fiction Mystery English Novel Young Adult,Like new,40,1,https://media.karousell.com/media/photos/products/2024/6/29/holly_jackson_the_reappearance_1719673857_bca1bcb8_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1226,Novel- Cinta untuk sekali lagi,Brand new,20,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_cinta_untuk_sekali_lagi_1719596692_56492d4f_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1227,PRELOVED NOVEL,Like new,65,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novel_1719562093_78de891b_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1228,NOVEL KAF,Well used,650,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_kaf__dralpha_male_1719567585_9b1ff077_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1229,Novel Cinta Duo,Like new,10,1,https://media.karousell.com/media/photos/products/2024/4/23/novel_cinta_wedding_planner__u_1713878378_1c0254ef_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1230,Like New/Preloved English Fiction Novel Books,Like new,30,1,https://media.karousell.com/media/photos/products/2024/6/28/like_newpreloved_english_ficti_1719565056_2ea7f655_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1231,Novel Sayyid Qutb,Like new,15,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_sayyid_qutb_1719599191_40ca6e2b_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1232,[Used] Misi Curi Hati by Ameera Ameer (Buku Novel Bahasa Malaysia),Lightly used,15,1,https://media.karousell.com/media/photos/products/2024/6/28/used_misi_curi_hati_by_ameera__1719568798_a88cf068_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1233,Leluhur - Novel K-Lit,Like new,18,1,https://media.karousell.com/media/photos/products/2024/6/28/leluhur__novel_klit_1719574214_10b46624_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1234,Novel Melayu Siapa Diriku by Hajar Ahmad,Brand new,15,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_melayu_siapa_diriku_by_h_1719576484_1a5880cc_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1235,ACOTAR series A court of Thorns and Roses preloved novel,Brand new,50,1,https://media.karousell.com/media/photos/products/2024/6/30/acotar_series_a_court_of_thorn_1719764119_d64ca38e_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1236,Novel Memori Inara by Sara Aisha,Like new,20,1,https://media.karousell.com/media/photos/products/2024/6/30/novel_memori_inara_by_sara_ais_1719759435_72b14de5_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1237,PRELOVED NOVEL MELAYU,Like new,10,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719644294_ee4a4024_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1238,JUJUR SEBUAH JANJI BY XUE YAYU [NOVEL],Lightly used,10,1,https://media.karousell.com/media/photos/products/2024/6/30/jujur_sebuah_janji_by_xue_yayu_1719756886_b02b7f9b_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1239,Novel English (3),Lightly used,57,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_english_3_1719619987_821d8e13_progressive_thumbnail,1,Books,SELLER_3
PRODUCT_1240,Preloved Novel Guy Next Door,Like new,35,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_guy_next_door_1719665859_47b8addf_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1241,Preloved English Novel Bundle set A,Lightly used,20,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_english_novel_bundle__1719644849_2f056ac0_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1242,PRELOVED NOVEL FARAHANA,Like new,18,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_farahana_1719672667_fd85721b_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1243,Novel Cik Tet,Well used,10,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_cik_tet_1719622851_00c91cb6_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1244,Novel Kasihku Yang Satu,Well used,30,1,https://media.karousell.com/media/photos/products/2024/6/29/novel_kasihku_yang_satu_1719650455_86b0c377_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1245,PRELOVED CETAKAN PERTAMA VINTAGE NOVEL NORHAYATI BERAHIM,Well used,20,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_cetakan_pertama_vinta_1719568782_e116bd2d_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1246,PRELOVED NOVEL VINTAGE MENITI SENJA KARYS SIRIMA BINTHEP,Well used,80,1,https://media.karousell.com/media/photos/products/2024/6/28/preloved_novel_vintage_meniti__1719567877_e1ffd1f5_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1247,The Scarlet Letter - English Fiction Novel Book,Brand new,25,1,https://media.karousell.com/media/photos/products/2024/6/28/the_scarlet_letter__english_fi_1719564897_b53b2f11_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1248,The Scarlet Letter - English Fiction Novel Book,Brand new,25,1,https://media.karousell.com/media/photos/products/2024/6/28/the_scarlet_letter__english_fi_1719564897_b53b2f11_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1249,Novel Kau Yang Ku Tunggu by Zaza Qry,Brand new,20,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_kau_yang_ku_tunggu_by_za_1719576803_adf8eb35_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1250,How The King of Elfhame Learned to Hate Stories preloved novel (PAPERBACK),Brand new,65,1,https://media.karousell.com/media/photos/products/2024/6/30/how_the_king_of_elfhame_learne_1719764784_940cbd77_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1251,Novel Lockdown Moment,Like new,17,1,https://media.karousell.com/media/photos/products/2024/6/30/novel_lockdown_moment_1719758971_71309367_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1252,PRELOVED NOVEL MELAYU,Lightly used,8,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719669466_350217b3_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1253,PRELOVED NOVEL MELAYU,Like new,5,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719669936_6e751747_progressive_thumbnail.jpg,1,Books,SELLER_7
PRODUCT_1254,MEMBAKAR SYURGA MENGGUYUR NERAKA BY HANA ILHAMI [NOVEL],Like new,10,1,https://media.karousell.com/media/photos/products/2024/6/30/membakar_syurga_mengguyur_nera_1719757438_2270558b_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1255,ANDAI LENAKU TERHENTI BY MIA KIFF [NOVEL],Lightly used,10,1,https://media.karousell.com/media/photos/products/2024/6/30/andai_lenaku_terhenti_by_mia_k_1719756124_f3d6c650_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1256,PRELOVED NOVEL MELAYU,Like new,8,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719644567_8b45f1a2_progressive_thumbnail.jpg,1,Books,SELLER_10
PRODUCT_1257,PRELOVED NOVEL MELAYU,Lightly used,5,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719669374_8cf269d9_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1258,MR RACER ENCIK MEKANIK BY ZURA RAHMAN [NOVEL],Like new,15,1,https://media.karousell.com/media/photos/products/2024/6/30/mr_racer_encik_mekanik_by_zura_1719757095_f505efab_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1259,Preloved Novel Ungu Langit Ghaze,Like new,35,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_ungu_langit_gha_1719650210_7d0cca46_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1260,PRELOVED NOVEL MELAYU,Like new,8,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719660987_bba8d616_progressive_thumbnail.jpg,1,Books,SELLER_4
PRODUCT_1261,PRELOVED NOVEL MELAYU,Like new,8,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719660987_bba8d616_progressive_thumbnail.jpg,1,Books,SELLER_5
PRODUCT_1262,PRELOVED NOVEL MELAYU,Like new,8,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_novel_melayu_1719669282_ef3d2d95_progressive_thumbnail.jpg,1,Books,SELLER_6
PRODUCT_1263,Novel English (1),Lightly used,44,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_english_1_1719618237_66705942_progressive_thumbnail,1,Books,SELLER_7
PRODUCT_1264,Preloved English Novel Set C (wimpy kid/lola/histroy of wolves),Heavily used,12,1,https://media.karousell.com/media/photos/products/2024/6/29/preloved_english_novel_set_c_w_1719645704_4798f7da_progressive_thumbnail.jpg,1,Books,SELLER_8
PRODUCT_1265,PRELOVED NOVEL MELAYU,Well used,5,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_melayu_1719574451_7b7d3748_progressive_thumbnail.jpg,1,Books,SELLER_9
PRODUCT_1266,Novel English (Hardcover),Lightly used,65,1,https://media.karousell.com/media/photos/products/2024/6/28/novel_english_hardcover_1719617599_24b44366_progressive_thumbnail,1,Books,SELLER_10
PRODUCT_1267,Trial by fire/firewalker by Josephine Angelini (fantasy novel),Well used,12,1,https://media.karousell.com/media/photos/products/2024/6/29/trial_by_firefirewalker_by_jos_1719644588_87f8c6fa_progressive_thumbnail.jpg,1,Books,SELLER_1
PRODUCT_1268,Lolita - English Fiction Novel Book,Lightly used,30,1,https://media.karousell.com/media/photos/products/2024/6/28/lolita__english_fiction_novel__1719564459_b7fce665_progressive_thumbnail.jpg,1,Books,SELLER_2
PRODUCT_1269,Burn Our Bodies Down - English Fiction Novel Book,Like new,10,1,https://media.karousell.com/media/photos/products/2024/6/28/burn_our_bodies_down__english__1719564739_19c3f9b6_progressive_thumbnail.jpg,1,Books,SELLER_3
PRODUCT_1270,Into the Drowning Deep - English Fiction Novel Book,Brand new,40,1,https://media.karousell.com/media/photos/products/2024/6/28/into_the_drowning_deep__englis_1719564221_62f1a220_progressive_thumbnail.jpg,1,Books,SELLER_4
